yelpId,Name,address,phone,review,website
2UfAbaqefSjVaQ9UcOdQyg,JC Penney Salon,"11017 Carolina Pl PkwyPineville, NC 28134",(704) 543-4199,2.5/6 reviews,
kf4P8UMuBs9twhY8W5BDhQ,Lily Secret African Hair BraidingBraiding,"3517 Bronwin StCharlotte, NC 28273",(704) 583-2526,no review,
vgyIFDBd8Zpdxo3_oNSfug,Salon Central,"2925 Independence BlvdCharlotte, NC 28205",(704) 910-0168,no review,saloncentralnc.com
Z9485e4gN4hWOuI3s4A3jw,Rokia African Hair BraidingBraiding,"4409 N Tryon StCharlotte, NC 28213",(704) 598-3777,no review,
5iPm07chXWBVbxvFVcWrkg,Studio Hair Lady,"6832 Morrison BlvdCharlotte, NC 28211",(980) 200-8128,no review,
yvAOKBqaSkG2m-isWkiAnA,Izel Salon Studio,"2317 Thrift RdCharlotte, NC 28208",(704) 352-5466,no review,izelsalonstudio.com
jvHkhcdtkAPUCVWuIYVyrQ,Touba African Hair BraidingBraiding,"500 S Cherry RdRock Hill, SC 29730",(803) 329-5097,3.0/1 review,toubaafricanhairbraidingusa.c…
SQh7QNpY4-I5Y-TT6d6ufg,Iman Professional Braiding & WeavingBraiding,"4539 The PlzCharlotte, NC 28215",(704) 536-1200,no review,
AXwUzmGUyX6xakAUmoULjg,#1 African Hair BraidingBraiding,"1550 W Roosevelt BlvdMonroe, NC 28110",(704) 289-5209,no review,1africanhairbraiding.com
zLA-zyLxRz6ncM5pAvrwAg,Synergy Salon,"2325 Matthews Township PkwyMatthews, NC 28105",(704) 841-7674,2.0/15 reviews,snrgsalon.com
i7jqJvXAz6HWNavFfeQw_Q,Moyhe African Hair BraidingBraiding,"400 Church StConcord, NC 28025",(704) 788-8807,no review,moyheafricanhairbraiding.com
yTWHimTlIz96fBHG4iuXEg,Beautique By Alex,"12335 N Community House RdCharlotte, NC 28277",(919) 412-6013,no review,
G9TP6xjNwqkNRYZjlXM07A,Human Hair Extensions Salon,"12700-12778 Atkins Cir DrCharlotte, NC 28277",,no review,
Z0_8srxBg45xtgR9nrXeog,Brown Pearls Blow Dry Bar & Extensions,"7928 Council PlMatthews, NC 28105",(980) 643-1663,no review,
LUbHywYMf8Elqow4cUQ1lA,Aabies Hair Braiding & Weave HavenBraiding,"616 Eastway DrCharlotte, NC 28205",(704) 370-0828,1.0/2 reviews,
XAnlugzgbLcf_LyWT72SMQ,Bex African Hair BraidingBraiding,"4201 Monroe RdCharlotte, NC 28205",(704) 332-2944,no review,
9loWSJFQ_Zsc3NrZoXQgIg,Hair Naturale,"2558 W Main StRock Hill, SC 29732",(803) 327-0032,2.0/3 reviews,
EJr3zroLVRAVH0SkjHAArQ,Oumy Professional African Hair BraidingBraiding,"3549 N Sharon Amity RdCharlotte, NC 28205",(704) 531-6666,no review,
vjtKg6ZUJOYCNm6OlAiewg,Jon Cuv African Hair Braiding & WeavingBraiding,"6021 The PlzCharlotte, NC 28215",(704) 531-3311,no review,
RYYu19CtLBssdPlnG_wXCw,Rachel’s Natural Hair Care,"272 Broad Dr SWConcord, NC 28025",(704) 886-8397,no review,rachelsnaturalhaircare.godadd…
X8MwWlrpqZxvPFukMA7HzQ,Sista Locks & Braids IIBraids,"2928 The PlzCharlotte, NC 28205",(704) 335-3654,no review,
pHbPn4H3LktvY7Q_2Nsweg,D’carmen Salon,"4312 E Wilkinson BlvdGastonia, NC 28056",(704) 879-4113,5.0/3 reviews,
X_bJ1eCgNqIMqDaXETBDeQ,Southern Roots Salon,"210 Rockmont DrFort Mill, SC 29708",(803) 802-7674,5.0/4 reviews,
yFHAIbkLpfX4ZY_RiKDtDQ,Taylor Alan Hair Design,"6601 Old Monroe RdIndian Trail, NC 28079",(704) 225-7895,5.0/14 reviews,tahdesign.com
dkGoS09KPeWVYzpm9yW6tQ,Naturally You Hair Salon,"419 Jackson Prk RdKannapolis, NC 28083",(980) 829-2780,no review,
PkqQ2ojRCgLVleAUuEGZrA,Hers & His Hair Styles,"864 Cherry RdRock Hill, SC 29732",(803) 366-3493,3.0/2 reviews,
_TZ-hkCx95LRUyDxiiEoBQ,Material Girl Hair,"11025 Carolina Pl PkwyPineville, NC 28134",(704) 519-7555,2.0/1 review,materialgirlhairsalon.com
o8NIdP35iKfGqEa70rFWmg,Braid FactoryBraid,"124 W 30th StCharlotte, NC 28206",(704) 334-6900,no review,
-r_qf3hyZOn_3tQFeJX2Qw,Shear Ambiance,"1514 Concord AveMonroe, NC 28110",(704) 225-7272,no review,
McFWLrPyllxjaJ9gS5obXA,Lady African Hair Braiding SalonBraiding,"1807 Cherry RdRock Hill, SC 29732",(803) 370-5342,no review,ladyafricanbraiding.com
MB6NnC5XOZM9RGFfcCRWMg,Valeria Salon.Spa.Boutique,"9620 Holly Point DrHuntersville, NC 28078",(704) 987-3888,4.0/9 reviews,valeriasalon.com
IQfn3iTOcLMsVOHWr2WDqg,Moyhe’s Hair Braiding & WeavingBraiding,"700 Church St NConcord, NC 28025",(704) 788-8807,no review,
e5u5zTZbGgy5cN7OMm7BZw,Jedanick Hair BraidingBraiding,"990 S Cherry RdRock Hill, SC 29732",(803) 325-8285,no review,jedanickhairbraiding.com
vi2UlcBHPlGMTbGWO1e2-w,Hair by Cherie Dillon,"15800 Northcross DrHuntersville, NC 28078",(704) 904-1141,5.0/3 reviews,hairbycheriedillon.com
W_ZTZujhOT_Dp3MkIgn6YQ,Aude’s Touch-African Hair BraidingBraiding,"1083 S Cannon BlvdKannapolis, NC 28083",(704) 939-6456,no review,audestouch.com
W2kwQxKWekoAvbq-gB7cfg,Headline Studio,"7928 Council PlMatthews, NC 28105",(704) 841-1993,no review,headlinestudio.net
DW_UFJUKk6zYs3Y9fXMZVg,Awa’s Hair BraidingBraiding,"907 E Franklin BlvdGastonia, NC 28054",(704) 869-6680,no review,
I8e2zU1xvYo-rreSsI5J3w,Marsyl African Hair BraidingBraiding,"2320 W Roosevelt BlvdMonroe, NC 28110",(704) 238-1505,no review,
05lfWgyDS3v6wXXjz187qg,African House of BraidsBraids,"875 Albright RdRock Hill, SC 29730",(803) 328-6540,no review,
5ySs13a1y665Iq_Dhi_pBQ,PLUSH Hair Lounge,"115 Unionville Indian Trail RdIndian Trail, NC 28079",(704) 565-9688,no review,
MtFD_w-vqHrhsaFIrEaoGA,Headlines Designs,"411 Oakland AveRock Hill, SC 29730",,2.5/3 reviews,
a1zr-KZvsEJYJ6fTJH9GGg,N’Chanting X’Tensions,"6601 Old Monroe RdIndian Trail, NC 28079",(980) 349-6455,no review,
otwI1y0912qvEiu2OrAZbQ,Fantasy Nails,"3662 E Franklin BlvdGastonia, NC 28056",(704) 823-0201,3.0/5 reviews,
r6sL9QiVq2jFd3hYgzcuNQ,Mahalo Salon,"131 Evergreen RdLake Wylie, SC 29710",(803) 831-1988,2.5/3 reviews,mahalosalon.com
VyS6_cKVq8rpZTrmv1DV6w,Uptown Salon,"106 S Main StMount Holly, NC 28120",,no review,
qQJtHhDWvh95tK8UfaFIiw,Pin Me Pretty,"16623 Birkdale Commons PkwyHuntersville, NC 28078",(704) 877-0837,no review,pinmepretty.com
Ogw8hpipvaMXMVS63ATpHQ,Michelle’s BraidingBraiding,"929 E Franklin BlvdGastonia, NC 28054",(704) 853-3368,no review,
x7y1VHAe3Fw_XsPAs_2_3A,Princess African Hair BraidingBraiding,"406 E White StRock Hill, SC 29730",,no review,
